a	(-AH_)
accuray	(-AE_)(KY-ER_)(-EY_)
accuride	(-AE_)(KY-ER_)(-AY_D)
accurso	(-AA_)(K-UH_R)(S-OW_)
accusation	(-AE_)(KY-AH_)(Z-EY_)(SH-AH_N)
accusations	(-AE_)(KY-AH_)(Z-EY_)(SH-AH_NZ)
accusative	(-AH_)(KY-UW_)(Z-AH_)(T-IH_V)
accusatory	(-AH_)(KY-UW_)(Z-AH_)(T-AO_)(R-IY_)
accuse	(-AH_)(KY-UW_Z)
accused	(-AH_)(KY-UW_ZD)
accuser	(-AH_)(KY-UW_)(Z-ER_)
accusers	(-AH_)(KY-UW_)(Z-ER_Z)
accuses	(-AH_)(KY-UW_)(Z-IH_Z)
accusing	(-AH_)(KY-UW_)(Z-IH_NG)
accusingly	(-AH_)(KY-UW_)(Z-IH_N)(GL-IY_)
accustom	(-AH_)(K-AH_)(ST-AH_M)
accustomed	(-AH_)(K-AH_)(ST-AH_MD)
accutane	(-AE_)(KY-UW_)(T-EY_N)
ace	(-EY_S)
aced	(-EY_ST)
acer	(-EY_)(S-ER_)
acerbic	(-AH_)(S-EH_R)(B-IH_K)
acero	(-AH_)(S-EH_)(R-OW_)
acerra	(-AH_)(S-EH_)(R-AH_)
aces	(-EY_)(S-IH_Z)
acetaminophen	(-AH_)(S-IY_)(T-AH_)(M-IH_)(N-AH_)(F-AH_N)
acetate	(-AE_)(S-AH_)(T-EY_T)
acetic	(-AH_)(S-EH_)(T-IH_K)
aceto	(-AA_)(S-EH_)(T-OW_)
acetone	(-AE_)(S-AH_)(T-OW_N)
acetylcholine	(-AH_)(S-EH_)(T-AH_L)(K-OW_)(L-IY_N)
acetylene	(-AH_)(S-EH_)(T-AH_)(L-IY_N)
acevedo	(-AE_)(S-AH_)(V-EY_)(D-OW_)
aceves	(-AA_)(S-EY_)(V-EH_S)
acey	(-EY_)(S-IY_)
achatz	(-AE_)(K-AH_TS)
ache	(-EY_K)
achebe	(-AA_)(CH-EY_)(B-IY_)
achee	(-AH_)(CH-IY_)
achenbach	(-AE_)(K-IH_N)(B-AA_K)
achenbaum	(-AE_)(K-AH_N)(B-AW_M)
aches	(-EY_KS)
acheson	(-AE_)(CH-AH_)(S-AH_N)
achey	(-AE_)(CH-IY_)
achievable	(-AH_)(CH-IY_)(V-AH_)(B-AH_L)
achieve	(-AH_)(CH-IY_V)
achieved	(-AH_)(CH-IY_VD)
achievement	(-AH_)(CH-IY_V)(M-AH_NT)
achievements	(-AH_)(CH-IY_V)(M-AH_NTS)
achiever	(-AH_)(CH-IY_)(V-ER_)
achievers	(-AH_)(CH-IY_)(V-ER_Z)
achieves	(-AH_)(CH-IY_VZ)
achieving	(-AH_)(CH-IY_)(V-IH_NG)
achille	(-AH_)(K-IH_)(L-IY_)
achilles	(-AH_)(K-IH_)(L-IY_Z)
aching	(-EY_)(K-IH_NG)
achmed	(-AA_HH)(M-EH_D)
achoa	(-AH_)(CH-OW_)(-AH_)
achor	(-EY_)(K-ER_)
achord	(-AE_)(K-AO_RD)
achorn	(-AE_)(K-ER_N)
achtenberg	(-AE_K)(T-EH_N)(B-ER_G)
achterberg	(-AE_K)(T-ER_)(B-ER_G)
achy	(-EY_)(K-IY_)
acid	(-AE_)(S-AH_D)
acidic	(-AH_)(S-IH_)(D-IH_K)
acidification	(-AH_)(S-IH_)(D-AH_)(F-AH_)(K-EY_)(SH-AH_N)
acidified	(-AH_)(S-IH_)(D-AH_)(F-AY_D)
acidifies	(-AH_)(S-IH_)(D-AH_)(F-AY_Z)
acidify	(-AH_)(S-IH_)(D-AH_)(F-AY_)
acidity	(-AH_)(S-IH_)(D-AH_)(T-IY_)
acidly	(-AE_)(S-AH_D)(L-IY_)
acidosis	(-AE_)(S-AH_)(D-OW_)(S-AH_S)
acids	(-AE_)(S-AH_DZ)
aciduria	(-AE_)(S-AH_)(D-UH_)(R-IY_)(-AH_)
acierno	(-AA_)(S-IH_R)(N-OW_)
ack	(-AE_K)
acker	(-AE_)(K-ER_)
ackerley	(-AE_)(K-ER_)(L-IY_)
ackerly	(-AE_)(K-ER_)(L-IY_)
ackerman	(-AE_)(K-ER_)(M-AH_N)
ackermann	(-AE_)(K-ER_)(M-AH_N)
ackerson	(-AE_)(K-ER_)(S-AH_N)
ackert	(-AE_)(K-ER_T)
ackhouse	(-AE_K)(HH-AW_S)
ackland	(-AE_)(KL-AH_ND)
ackles	(-AE_)(K-AH_LZ)
ackley	(-AE_)(KL-IY_)
acklin	(-AE_)(KL-IH_N)
ackman	(-AE_K)(M-AH_N)
acknowledge	(-AE_K)(N-AA_)(L-IH_JH)
acknowledgeable	(-AE_K)(N-AA_)(L-IH_)(JH-AH_)(B-AH_L)
acknowledged	(-AE_K)(N-AA_)(L-IH_JHD)
acknowledgement	(-AE_K)(N-AA_)(L-IH_JH)(M-AH_NT)
acknowledges	(-AE_K)(N-AA_)(L-IH_)(JH-IH_Z)
acknowledging	(-AE_K)(N-AA_)(L-IH_)(JH-IH_NG)
acknowledgment	(-AE_K)(N-AA_)(L-IH_JH)(M-AH_NT)
ackroyd	(-AE_)(KR-OY_D)
acmat	(-AE_K)(M-AE_T)
acme	(-AE_K)(M-IY_)
acne	(-AE_K)(N-IY_)
acocella	(-AA_)(K-OW_)(CH-EH_)(L-AH_)
acoff	(-AE_)(K-AO_F)
acog	(-AH_)(K-AO_G)
acolyte	(-AE_)(K-AH_)(L-AY_T)
acolytes	(-AE_)(K-AH_)(L-AY_TS)
acord	(-AH_)(K-AO_RD)
acorn	(-EY_)(K-AO_RN)
acorns	(-EY_)(K-AO_RNZ)
acosta	(-AH_)(K-AO_)(ST-AH_)
acoustic	(-AH_)(K-UW_)(ST-IH_K)
acoustical	(-AH_)(K-UW_)(ST-IH_)(K-AH_L)
acoustically	(-AH_)(K-UW_)(ST-IH_)(KL-IY_)
acoustics	(-AH_)(K-UW_)(ST-IH_KS)
acquaint	(-AH_)(KW-EY_NT)
acquaintance	(-AH_)(KW-EY_N)(T-AH_NS)
acquaintances	(-AH_)(KW-EY_N)(T-AH_N)(S-IH_Z)
acquaintanceship	(-AH_)(KW-EY_N)(T-AH_NS)(SH-IH_P)
acquainted	(-AH_)(KW-EY_N)(T-IH_D)
acquaviva	(-AA_)(KW-AA_)(V-IY_)(V-AH_)
acquiesce	(-AE_)(KW-IY_)(-EH_S)
acquiesced	(-AE_)(KW-IY_)(-EH_ST)
acquiescence	(-AE_)(KW-IY_)(-EH_)(S-AH_NS)
acquiescing	(-AE_)(KW-IY_)(-EH_)(S-IH_NG)
acquire	(-AH_)(KW-AY_)(-ER_)
acquired	(-AH_)(KW-AY_)(-ER_D)
acquirer	(-AH_)(KW-AY_)(-ER_)(-ER_)
acquirers	(-AH_)(KW-AY_)(-ER_)(-ER_Z)
acquires	(-AH_)(KW-AY_)(-ER_Z)
acquiring	(-AH_)(KW-AY_)(R-IH_NG)
acquisition	(-AE_)(KW-AH_)(Z-IH_)(SH-AH_N)
acquisitions	(-AE_)(KW-AH_)(Z-IH_)(SH-AH_NZ)
acquisitive	(-AH_)(KW-IH_)(Z-AH_)(T-IH_V)
acquit	(-AH_)(KW-IH_T)
acquitaine	(-AE_)(KW-IH_)(T-EY_N)
acquits	(-AH_)(KW-IH_TS)
acquittal	(-AH_)(KW-IH_)(T-AH_L)
acquittals	(-AH_)(KW-IH_)(T-AH_LZ)
acquitted	(-AH_)(KW-IH_)(T-AH_D)
acquitting	(-AH_)(KW-IH_)(T-IH_NG)
acre	(-EY_)(K-ER_)
acreage	(-EY_)(K-ER_)(-IH_JH)
acree	(-AH_)(KR-IY_)
acres	(-EY_)(K-ER_Z)
acrey	(-AE_)(KR-IY_)
acri	(-AA_)(KR-IY_)
acrid	(-AE_)(KR-IH_D)
acrimonious	(-AE_)(KR-AH_)(M-OW_)(N-IY_)(-AH_S)
acrimony	(-AE_)(KR-IH_)(M-OW_)(N-IY_)
acrobat	(-AE_)(KR-AH_)(B-AE_T)
acrobatic	(-AE_)(KR-AH_)(B-AE_)(T-IH_K)
acrobatics	(-AE_)(KR-AH_)(B-AE_)(T-IH_KS)
acrobats	(-AE_)(KR-AH_)(B-AE_TS)
acronym	(-AE_)(KR-AH_)(N-IH_M)
acronyms	(-AE_)(KR-AH_)(N-IH_MZ)
acropolis	(-AH_)(KR-AA_)(P-AH_)(L-AH_S)
across	(-AH_)(KR-AO_S)
acrylic	(-AH_)(KR-IH_)(L-IH_K)
acrylics	(-AH_)(KR-IH_)(L-IH_KS)
act	(-AE_KT)
actava	(-AE_K)(T-AA_)(V-AH_)
acted	(-AE_K)(T-AH_D)
actigall	(-AE_K)(T-IH_)(G-AO_L)
actin	(-AE_K)(T-AH_N)
acting	(-AE_K)(T-IH_NG)
actinide	(-AE_K)(T-IH_)(N-AY_D)
actinidia	(-AE_K)(T-IH_)(N-IH_)(D-IY_)(-AH_)
action	(-AE_K)(SH-AH_N)
actionable	(-AE_K)(SH-AH_)(N-AH_)(B-AH_L)
actions	(-AE_K)(SH-AH_NZ)
activase	(-AE_K)(T-IH_)(V-EY_Z)
activate	(-AE_K)(T-AH_)(V-EY_T)
activated	(-AE_K)(T-AH_)(V-EY_)(T-AH_D)
activates	(-AE_K)(T-AH_)(V-EY_TS)
activating	(-AE_K)(T-AH_)(V-EY_)(T-IH_NG)
activation	(-AE_K)(T-AH_)(V-EY_)(SH-AH_N)
activator	(-AE_K)(T-AH_)(V-EY_)(T-ER_)
active	(-AE_K)(T-IH_V)
actively	(-AE_K)(T-IH_V)(L-IY_)
actives	(-AE_K)(T-IH_VZ)
activision	(-AE_K)(T-IH_)(V-IH_)(ZH-AH_N)
activism	(-AE_K)(T-IH_)(V-IH_)(Z-AH_M)
activist	(-AE_K)(T-AH_)(V-AH_ST)
activists	(-AE_K)(T-AH_)(V-AH_STS)
activities	(-AE_K)(T-IH_)(V-AH_)(T-IY_Z)
activity	(-AE_K)(T-IH_)(V-AH_)(T-IY_)
actmedia	(-AE_KT)(M-IY_)(D-IY_)(-AH_)
actodine	(-AE_K)(T-OW_)(D-AY_N)
acton	(-AE_K)(T-AH_N)
actor	(-AE_K)(T-ER_)
actors	(-AE_K)(T-ER_Z)
actress	(-AE_K)(TR-AH_S)
actresses	(-AE_K)(TR-AH_)(S-IH_Z)
acts	(-AE_KTS)
actual	(-AE_K)(CH-AH_)(W-AH_L)
actuality	(-AE_K)(CH-AH_)(W-AE_)(L-AH_)(T-IY_)
actualize	(-AE_K)(CH-AH_)(W-AH_)(L-AY_Z)
actually	(-AE_K)(CH-AH_)(W-AH_)(L-IY_)
actuarial	(-AE_K)(CH-AH_)(W-EH_)(R-IY_)(-AH_L)
actuaries	(-AE_K)(CH-AH_)(W-EH_)(R-IY_Z)
actuary	(-AE_K)(CH-AH_)(W-EH_)(R-IY_)
actuate	(-AE_K)(CH-UW_)(W-EY_T)
actuator	(-AE_KT)(Y-UW_)(-EY_)(T-ER_)
actuators	(-AE_KT)(Y-UW_)(-EY_)(T-ER_Z)
actus	(-AE_K)(T-AH_S)
acuff	(-AH_)(K-AH_F)
acuity	(-AH_)(KY-UW_)(-AH_)(T-IY_)
acumen	(-AH_)(KY-UW_)(M-AH_N)
acuna	(-AA_)(K-UW_)(N-AH_)
acupuncture	(-AE_)(KY-UW_)(P-AH_NGK)(CH-ER_)
acura	(-AE_)(KY-ER_)(-AH_)
acuras	(-AE_)(KY-ER_)(-AH_Z)
acuson	(-AE_)(KY-UW_)(S-AH_N)
acustar	(-AE_)(KY-UW_)(ST-AA_R)
acusyst	(-AE_)(KY-UW_)(S-IH_ST)
acute	(-AH_)(KY-UW_T)
acutely	(-AH_)(KY-UW_T)(L-IY_)
acuteness	(-AH_)(KY-UW_T)(N-AH_S)
acyclovir	(-AH_)(S-IH_)(KL-OW_)(V-IH_R)
ad	(-AE_D)
ada	(-EY_)(D-AH_)
adabel	(-AE_)(D-AH_)(B-EH_L)
adabelle	(-AE_)(D-AH_)(B-AH_L)
adachi	(-AA_)(D-AA_)(K-IY_)
adage	(-AE_)(D-AH_JH)
adagio	(-AH_)(D-AA_)(ZH-IY_)(-OW_)
adah	(-AE_)(D-AA_)
adair	(-AH_)(D-EH_R)
adaire	(-AA_)(D-EH_R)
adak	(-AH_)(D-AE_K)
adalah	(-AA_)(D-AA_)(L-AH_)
adalia	(-AA_)(D-AA_)(L-IY_)(-AH_)
adam	(-AE_)(D-AH_M)
adamant	(-AE_)(D-AH_)(M-AH_NT)
adamantly	(-AE_)(D-AH_)(M-AH_NT)(L-IY_)
adamcik	(-AA_)(D-AH_M)(CH-IH_K)
adamczak	(-AA_)(D-AH_M)(CH-AE_K)
adamczyk	(-AA_)(D-AH_M)(CH-IH_K)
adame	(-AA_)(D-AA_)(M-IY_)
adamec	(-AH_)(D-AA_)(M-IH_K)
adamek	(-AH_)(D-AA_)(M-EH_K)
adames	(-AH_)(D-EY_MZ)
adami	(-AA_)(D-AA_)(M-IY_)
adamik	(-AH_)(D-AA_)(M-IH_K)
adamina	(-AA_)(D-AA_)(M-IY_)(N-AH_)
adamkus	(-AE_)(D-AH_M)(K-AH_S)
adamo	(-AA_)(D-AA_)(M-OW_)
adamowicz	(-AH_)(D-AA_)(M-AH_)(V-IH_CH)
adams	(-AE_)(D-AH_MZ)
adamski	(-AH_)(D-AE_M)(SK-IY_)
adamson	(-AE_)(D-AH_M)(S-AH_N)
adamstown	(-AE_)(D-AH_M)(ST-AW_N)
adan	(-EY_)(D-AH_N)
adapso	(-AH_)(D-AE_P)(S-OW_)
adapt	(-AH_)(D-AE_PT)
adaptability	(-AH_)(D-AE_P)(T-AH_)(B-IH_)(L-AH_)(T-IY_)
adaptable	(-AH_)(D-AE_P)(T-AH_)(B-AH_L)
adaptaplex	(-AH_)(D-AE_P)(T-AH_)(PL-EH_KS)
adaptation	(-AE_)(D-AH_P)(T-EY_)(SH-AH_N)
adaptations	(-AE_)(D-AE_P)(T-EY_)(SH-AH_NZ)
adaptec	(-AH_)(D-AE_P)(T-EH_K)
adapted	(-AH_)(D-AE_P)(T-AH_D)
adapter	(-AH_)(D-AE_P)(T-ER_)
adapters	(-AH_)(D-AE_P)(T-ER_Z)
adapting	(-AH_)(D-AE_P)(T-IH_NG)
adaptive	(-AH_)(D-AE_P)(T-IH_V)
adaptor	(-AH_)(D-AE_P)(T-ER_)
adapts	(-AH_)(D-AE_PTS)
adar	(-AH_)(D-AA_R)
adarand	(-AE_)(D-AH_)(R-AE_ND)
aday	(-AH_)(D-EY_)
adaza	(-AH_)(D-AA_)(Z-AH_)
adcock	(-AH_D)(K-AA_K)
adcox	(-AH_D)(K-AA_KS)
add	(-AE_D)
addair	(-AH_)(D-EH_R)
addams	(-AE_)(D-AH_MZ)
added	(-AE_)(D-AH_D)
addendum	(-AH_)(D-EH_)(D-AH_M)
addendums	(-AH_)(D-EH_)(D-AH_MZ)
addeo	(-AA_)(D-IY_)(-OW_)
adder	(-AE_)(D-ER_)
adderley	(-AH_)(D-ER_)(L-IY_)
addicks	(-AE_)(D-IH_KS)
addict	(-AH_)(D-IH_KT)
addicted	(-AH_)(D-IH_K)(T-AH_D)
addicting	(-AH_)(D-IH_K)(T-IH_NG)
addiction	(-AH_)(D-IH_K)(SH-AH_N)
addictions	(-AH_)(D-IH_K)(SH-AH_NZ)
addictive	(-AH_)(D-IH_K)(T-IH_V)
addicts	(-AH_)(D-IH_KTS)
addidas	(-AH_)(D-IY_)(D-AH_S)
addie	(-AE_)(D-IY_)
adding	(-AE_)(D-IH_NG)
addington	(-AE_)(D-IH_NG)(T-AH_N)
addis	(-AA_)(D-IH_S)
addison	(-AE_)(D-AH_)(S-AH_N)
addition	(-AH_)(D-IH_)(SH-AH_N)
additional	(-AH_)(D-IH_)(SH-AH_)(N-AH_L)
additionally	(-AH_)(D-IH_)(SH-AH_)(N-AH_)(L-IY_)
additions	(-AH_)(D-IH_)(SH-AH_NZ)
additive	(-AE_)(D-AH_)(T-IH_V)
additives	(-AE_)(D-AH_)(T-IH_VZ)
addle	(-AE_)(D-AH_L)
addled	(-AE_)(D-AH_LD)
addleman	(-AE_)(D-AH_L)(M-AH_N)
address	(-AE_)(DR-EH_S)
addressable	(-AH_)(DR-EH_)(S-AH_)(B-AH_L)
addressed	(-AH_)(DR-EH_ST)
addressee	(-AE_)(DR-EH_)(S-IY_)
addresses	(-AE_)(DR-EH_)(S-IH_Z)
addressing	(-AH_)(DR-EH_)(S-IH_NG)
adds	(-AE_DZ)
adduci	(-AA_)(D-UW_)(CH-IY_)
addwest	(-AE_)(DW-EH_ST)
addy	(-AE_)(D-IY_)
ade	(-EY_D)
adee	(-AH_)(D-IY_)
adel	(-AH_)(D-EH_L)
adela	(-AH_)(D-EH_)(L-AH_)
adelaar	(-AE_)(D-AH_)(L-AA_R)
adelaide	(-AE_)(D-AH_)(L-EY_D)
adelbert	(-AH_)(D-EH_L)(B-ER_T)
adele	(-AH_)(D-EH_L)
adeline	(-AE_)(D-AH_)(L-AY_N)
adelizzi	(-AE_)(D-AH_)(L-IY_)(Z-IY_)
adell	(-AH_)(D-EH_L)
adelle	(-AH_)(D-EH_L)
adelman	(-AE_)(D-AH_L)(M-AH_N)
adelmann	(-AE_)(D-AH_L)(M-AH_N)
adelpha	(-AH_)(D-EH_L)(F-AH_)
adelphia	(-AH_)(D-EH_L)(F-IY_)(-AH_)
adelsberger	(-AE_)(D-IH_LZ)(B-ER_)(G-ER_)
adelson	(-AE_)(D-AH_L)(S-AH_N)
adelstein	(-AE_)(D-AH_L)(ST-AY_N)
aden	(-EY_)(D-AH_N)
adena	(-AE_)(D-IH_)(N-AH_)
adenauer	(-EY_)(D-AH_)(N-AW_R)
adenine	(-AE_)(D-AH_)(N-IY_N)
adenoid	(-AE_)(D-AH_)(N-OY_D)
adenoids	(-AE_)(D-AH_)(N-OY_DZ)
adept	(-AH_)(D-EH_PT)
adequacy	(-AE_)(D-AH_)(KW-AH_)(S-IY_)
adequate	(-AE_)(D-AH_)(KW-AH_T)
adequately	(-AE_)(D-AH_)(KW-AH_T)(L-IY_)
ader	(-EY_)(D-ER_)
aderhold	(-AE_)(D-ER_)(HH-OW_LD)
aderholt	(-AE_)(D-ER_)(HH-OW_LT)
aderman	(-AE_)(D-ER_)(M-AH_N)
ades	(-EY_DZ)
adey	(-EY_)(D-IY_)
adger	(-AE_)(JH-ER_)
adham	(-AE_D)(HH-AE_M)
adhere	(-AH_D)(HH-IH_R)
adhered	(-AE_D)(HH-IH_RD)
adherence	(-AH_D)(HH-IH_)(R-AH_NS)
adherent	(-AH_D)(HH-IH_)(R-AH_NT)
adherents	(-AE_D)(HH-IH_)(R-AH_NTS)
adheres	(-AH_D)(HH-IH_RZ)
adhering	(-AH_D)(HH-IH_)(R-IH_NG)
adhesive	(-AE_D)(HH-IY_)(S-IH_V)
adhesives	(-AE_D)(HH-IY_)(S-IH_VZ)
adia	(-AA_)(D-IY_)(-AH_)
adid	(-AH_)(D-IH_D)
adidas	(-AH_)(D-IY_)(D-AH_S)
adieu	(-AH_)(D-UW_)
adin	(-AH_)(D-IH_N)
adina	(-AA_)(D-IY_)(N-AH_)
adine	(-AA_)(D-IY_)(N-IY_)
adinolfi	(-AA_)(D-IY_)(N-OW_L)(F-IY_)
adios	(-AA_)(D-IY_)(-OW_S)
adipose	(-AE_)(D-AH_)(P-OW_S)
adirondack	(-AE_)(D-ER_)(-AA_N)(D-AE_K)
adjacent	(-AH_)(JH-EY_)(S-AH_NT)
adjani	(-AE_D)(JH-AA_)(N-IY_)
adjective	(-AE_)(JH-IH_K)(T-IH_V)
adjectives	(-AE_)(JH-IH_K)(T-IH_VZ)
adjoin	(-AH_)(JH-OY_N)
adjoining	(-AH_)(JH-OY_)(N-IH_NG)
adjoins	(-AH_)(JH-OY_NZ)
adjourn	(-AH_)(JH-ER_N)
adjourned	(-AH_)(JH-ER_ND)
adjourning	(-AH_)(JH-ER_)(N-IH_NG)
adjournment	(-AH_)(JH-ER_N)(M-AH_NT)
adjourns	(-AH_)(JH-ER_NZ)
adjudge	(-AH_)(JH-AH_JH)
adjudged	(-AH_)(JH-AH_JHD)
adjudicate	(-AH_)(JH-UW_)(D-IH_)(K-EY_T)
adjudicated	(-AH_)(JH-UW_)(D-AH_)(K-EY_)(T-IH_D)
adjudicating	(-AH_)(JH-UW_)(D-IH_)(K-EY_)(T-IH_NG)
adjudication	(-AH_)(JH-UW_)(D-AH_)(K-EY_)(SH-AH_N)
adjunct	(-AE_)(JH-AH_NGKT)
adjuncts	(-AE_)(JH-AH_NGKTS)
adjust	(-AH_)(JH-AH_ST)
adjustable	(-AH_)(JH-AH_)(ST-AH_)(B-AH_L)
adjustables	(-AH_)(JH-AH_)(ST-AH_)(B-AH_LZ)
adjusted	(-AH_)(JH-AH_)(ST-AH_D)
adjuster	(-AH_)(JH-AH_)(ST-ER_)
adjusters	(-AH_)(JH-AH_)(ST-ER_Z)
adjusting	(-AH_)(JH-AH_)(ST-IH_NG)
adjustment	(-AH_)(JH-AH_ST)(M-AH_NT)
adjustments	(-AH_)(JH-AH_ST)(M-AH_NTS)
adjusts	(-AH_)(JH-AH_STS)
adjutant	(-AE_)(JH-AH_)(T-AH_NT)
adkins	(-AE_D)(K-IH_NZ)
adkinson	(-AE_D)(K-IH_N)(S-AH_N)
adkison	(-AE_D)(K-IH_)(S-AH_N)
adkisson	(-AE_D)(K-IH_)(S-AH_N)
adlai	(-AA_D)(L-AA_)(-IY_)
adler	(-AE_D)(L-ER_)
adley	(-AE_D)(L-IY_)
adlon	(-AE_D)(L-AA_N)
adman	(-AE_D)(M-AH_N)
admen	(-AE_D)(M-AH_N)
administer	(-AH_D)(M-IH_)(N-AH_)(ST-ER_)
administered	(-AH_D)(M-IH_)(N-AH_)(ST-ER_D)
administering	(-AE_D)(M-IH_)(N-IH_)(ST-ER_)(-IH_NG)
administers	(-AE_D)(M-IH_)(N-IH_)(ST-ER_Z)
administrate	(-AE_D)(M-IH_)(N-IH_)(STR-EY_T)
administrating	(-AH_D)(M-IH_)(N-AH_)(STR-EY_)(T-IH_NG)
administration	(-AE_D)(M-IH_)(N-IH_)(STR-EY_)(SH-AH_N)
administrations	(-AE_D)(M-IH_)(N-IH_)(STR-EY_)(SH-AH_NZ)
administrative	(-AH_D)(M-IH_)(N-AH_)(STR-EY_)(T-IH_V)
administratively	(-AE_D)(M-IH_)(N-AH_)(STR-EY_)(T-IH_V)(L-IY_)
administrator	(-AH_D)(M-IH_)(N-AH_)(STR-EY_)(T-ER_)
administrators	(-AE_D)(M-IH_)(N-IH_)(STR-EY_)(T-ER_Z)
admira	(-AE_D)(M-AY_)(R-AH_)
admirable	(-AE_D)(M-ER_)(-AH_)(B-AH_L)
admirably	(-AE_D)(M-ER_)(-AH_)(BL-IY_)
admiral	(-AE_D)(M-ER_)(-AH_L)
admirals	(-AE_D)(M-ER_)(-AH_LZ)
admiralty	(-AE_D)(M-ER_)(-AH_L)(T-IY_)
admiration	(-AE_D)(M-ER_)(-EY_)(SH-AH_N)
admirations	(-AE_D)(M-ER_)(-EY_)(SH-AH_NZ)
admire	(-AE_D)(M-AY_R)
admired	(-AH_D)(M-AY_)(-ER_D)
admirer	(-AE_D)(M-AY_)(R-ER_)
admirers	(-AH_D)(M-AY_)(R-ER_Z)
admires	(-AE_D)(M-AY_RZ)
admiring	(-AE_D)(M-AY_)(R-IH_NG)
admiringly	(-AE_D)(M-AY_)(R-IH_N)(GL-IY_)
admissibility	(-AH_D)(M-IH_)(S-AH_)(B-IH_)(L-AH_)(T-IY_)
admissible	(-AH_D)(M-IH_)(S-AH_)(B-AH_L)
admission	(-AE_D)(M-IH_)(SH-AH_N)
admissions	(-AE_D)(M-IH_)(SH-AH_NZ)
admit	(-AH_D)(M-IH_T)
admits	(-AH_D)(M-IH_TS)
admittance	(-AH_D)(M-IH_)(T-AH_NS)
admitted	(-AH_D)(M-IH_)(T-AH_D)
admittedly	(-AE_D)(M-IH_)(T-IH_D)(L-IY_)
admitting	(-AE_D)(M-IH_)(T-IH_NG)
admonish	(-AE_D)(M-AA_)(N-IH_SH)
admonished	(-AH_D)(M-AA_)(N-IH_SHT)
admonishes	(-AE_D)(M-AA_)(N-IH_)(SH-IH_Z)
admonishing	(-AE_D)(M-AA_)(N-IH_)(SH-IH_NG)
admonishment	(-AE_D)(M-AA_)(N-IH_SH)(M-EH_NT)
admonition	(-AE_D)(M-AH_)(N-IH_)(SH-AH_N)
admonitions	(-AE_D)(M-AH_)(N-IH_)(SH-AH_NZ)
adnan	(-AE_D)(N-AH_N)
adney	(-AE_D)(N-IY_)
ado	(-AH_)(D-UW_)
adobe	(-AH_)(D-OW_)(B-IY_)
adolescence	(-AE_)(D-AH_)(L-EH_)(S-AH_NS)
adolescent	(-AE_)(D-AH_)(L-EH_)(S-AH_NT)
adolescents	(-AE_)(D-AH_)(L-EH_)(S-AH_NTS)
adolf	(-EY_)(D-AA_LF)
adolfo	(-AH_)(D-AA_L)(F-OW_)
adolph	(-EY_)(D-AO_LF)
adolpha	(-AA_)(D-OW_L)(F-AH_)
adolphson	(-AE_)(D-OW_LF)(S-AH_N)
adon	(-AA_)(D-AO_N)
adonia	(-AA_)(D-OW_)(N-IY_)(-AH_)
adopt	(-AH_)(D-AA_PT)
adoptable	(-AH_)(D-AA_P)(T-AH_)(B-AH_L)
adopted	(-AH_)(D-AA_P)(T-AH_D)
adoptee	(-AH_)(D-AA_P)(T-IY_)
adoptees	(-AH_)(D-AA_P)(T-IY_Z)
adopting	(-AH_)(D-AA_P)(T-IH_NG)
adoption	(-AH_)(D-AA_P)(SH-AH_N)
adoptions	(-AH_)(D-AA_P)(SH-AH_NZ)
adoptive	(-AH_)(D-AA_P)(T-IH_V)
adopts	(-AH_)(D-AA_PTS)
ador	(-AA_)(D-AO_R)
adora	(-AA_)(D-AO_)(R-AH_)
adorabelle	(-AE_)(D-ER_)(-AH_)(B-AH_L)
adorable	(-AH_)(D-AO_)(R-AH_)(B-AH_L)
adoration	(-AE_)(D-ER_)(-EY_)(SH-AH_N)
adore	(-AH_)(D-AO_R)
adored	(-AH_)(D-AO_RD)
adoree	(-AE_)(D-ER_)(-IY_)
adores	(-AH_)(D-AO_RZ)
adoring	(-AH_)(D-AO_)(R-IH_NG)
adorn	(-AH_)(D-AO_RN)
adorna	(-AA_)(D-AO_R)(N-AH_)
adorned	(-AH_)(D-AO_RND)
adornment	(-AH_)(D-AO_RN)(M-AH_NT)
adorno	(-AA_)(D-AO_R)(N-OW_)
adorns	(-AH_)(D-AO_RNZ)
adra	(-EY_)(DR-AH_)
adragna	(-AA_)(DR-AA_G)(N-AH_)
adrda	(-EY_)(D-ER_)(D-AH_)
adrea	(-AA_)(DR-IY_)(-AH_)
adrenal	(-AH_)(DR-IY_)(N-AH_L)
adrenalin	(-AH_)(DR-EH_)(N-AH_)(L-IH_N)
adrenaline	(-AH_)(DR-EH_)(N-AH_)(L-AH_N)
adria	(-AA_)(DR-IY_)(-AH_)
adrian	(-EY_)(DR-IY_)(-AH_N)
adriana	(-EY_)(DR-IY_)(-AE_)(N-AH_)
adriance	(-AA_)(DR-IY_)(-AH_NS)
adriano	(-AA_)(DR-IY_)(-AA_)(N-OW_)
adriatic	(-EY_)(DR-IY_)(-AE_)(T-IH_K)
adriel	(-AH_)(DR-IY_L)
adrienne	(-AA_)(DR-IY_)(-EH_N)
adrift	(-AH_)(DR-IH_FT)
adroit	(-AH_)(DR-OY_T)
adroitly	(-AH_)(DR-OY_T)(L-IY_)
ads	(-AE_DZ)
adsit	(-AE_D)(S-IH_T)
adss	(-AE_DS)
adtec	(-AE_D)(T-EH_K)
adulate	(-AE_)(JH-AH_)(L-EY_T)
